Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,ProductionSchedule,Priority List MEETING,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Schedule dashboard,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,PRIORITY SEQUENCE,Column1,Column12,Real Status,PRIORITY2,Completed Sections,Remaining Sections,Column4
73701-2,,BALA,Regular,FALSE,73701,High Priority,2,1,0,2180,A-4',STFC-I(16-700)-DSO(8-400)-90-40-AL(4)-W-277-MD-1-CT9(36)-RC-B2(BSL10LST),17/10/2018,16.5,Machine Shop Started,,Picked - Complete,05/10/2018,,FALSE,,C - Small,7,4,6,,,Picked - Complete,NO,Machine Shop Started,+CartridgeHousing,,,0,1,Partial Order,0,FALSE,0,- ,0.275,0:15:01,4.125,545,4,16.50,2180.00,,- ,- ,Machine Shop Started,,0,4,
74647-5,,BALA,Regular,FALSE,74647,Regular,5,1,0,1430,L25-22',B2SQSLED-1000-80-30-SO-22-W-UNV-DP-1-S,24/10/2018,17.756,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,12,2,6,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.295933333,0:16:09,8.878,715,2,17.76,1430.00,,- ,- ,Scheduled/Released,,0,2,
74515-1,,BALA,Regular,FALSE,74515,High Priority,1,1,0,262,"BD-5' 4 5/8""-DL20W","SCR-500-90-30-FL-5' 4 5/8""-W-UNV-DP-1-ST-FW(6)-C(PERIMETER WW [MEASURED WALL TO WALL])",24/10/2018,5.613,Scheduled/Released,"MARK ALL CARTONS WITH FIXTURE TYPE
PALLETIZE PALLETS TO FIT THROUGH 36"" DOOR
NO LATER THAN OCTOBER 24TH",,,,FALSE,,C - Small,12,1,1,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,#REF!,Complete,0,FALSE,0,- ,0.09355,0:05:06,5.613,262,1,5.61,262.00,,- ,- ,Scheduled/Released,,0,1,
74515-2,,BALA,Regular,FALSE,74515,High Priority,2,1,0,440,CI-4' DC EM-DL21W,ARLED-750-80-30-S-4'-W-UNV-DP-1-CA(120)-B1(BSL310LP),24/10/2018,7.81,Scheduled/Released,"MARK ALL CARTONS WITH FIXTURE TYPE
PALLETIZE PALLETS TO FIT THROUGH 36"" DOOR
NO LATER THAN OCTOBER 24TH",,,,FALSE,,C - Small,12,1,1,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,#REF!,Complete,0,FALSE,0,- ,0.130166667,0:07:06,7.81,440,1,7.81,440.00,,- ,- ,Scheduled/Released,,0,1,
73672-1,,BALA,Regular,FALSE,73672,Regular,1,1,0,2626,A-24,ZELED-SL 65/35-1100-90-30-MAL-24-W-UNV-MD-1-CA(36),11/10/2018,42.1,Machine Shop Finished,,Picked - Complete,,11/10/2018,FALSE,,C - Small,4,2,8,Picked - Complete,,,OK,Machine Shop Finished -Ready,,12/10/2018,,1,#REF!,Complete,Mechanical issue,FALSE,Mechanical issue,73672-1,0.701666667,0:38:19,21.05,1313,2,42.10,2626.00,,0,12/10/2018,Machine Shop Finished,,0,2,
73672-2,,BALA,Regular,FALSE,73672,Regular,2,1,0,3502,A-32,ZELED-SL 65/35-1100-90-30-MAL-32-W-UNV-MD-1-CA(36),11/10/2018,56.192,Machine Shop Finished,,Picked - Complete,,11/10/2018,FALSE,,C - Small,4,3,12,Picked - Complete,,,OK,Machine Shop Finished -Ready,,12/10/2018,,0,#REF!,Complete,0,FALSE,0,73672-2,0.936533333,0:51:08,18.73066667,1167.333333,3,56.19,3502.00,,0,12/10/2018,Machine Shop Finished,,0,3,
73654-1,,BALA,Regular,FALSE,73654,Regular,1,14,0,7667.1,A,WWR-SL-500-80-30-4-W-120-DP-1-D,16/10/2018,43.19,Machine Shop Finished,,Picked - Complete,,,FALSE,,A - Regular,4,14,14,,Picked - Complete,,OK,Machine Shop Finished -Ready,,15/10/2018,,1,#REF!,Complete,0,FALSE,0,- ,0.719833333,0:39:18,3.085,547.65,14,43.19,7667.10,,- ,- ,Machine Shop Finished,,0,14,
73645-1,,BALA,Regular,FALSE,73645,Regular,1,4,0,800,F1,BBRLED-750-80-35-FL-2-W-UNV-DP-1-TG9-CP,18/10/2018,19.152,Machine Shop Started,,Picked - Complete,11/10/2018,,FALSE,,A - Regular,15,4,4,,,Picked - Complete,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,1,2,,0,FALSE,0,- ,0.3192,0:17:26,4.788,200,4,19.15,800.00,,- ,- ,Machine Shop Started,,0,4,
73645-2,,BALA,Regular,FALSE,73645,Regular,2,4,0,1416,F4,SKFLED-22-3200-80-35-2SF-W-UNV-DP-1-ST-CP,18/10/2018,8.984,Scheduled/Released,,,,,FALSE,,A - Regular,10,4,4,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,1,2,,0,FALSE,0,- ,0.149733333,0:08:59,2.246,354,4,8.98,1416.00,,- ,- ,Scheduled/Released,,0,4,
73645-3,,BALA,Regular,FALSE,73645,Regular,3,4,0,1436,F5,SKFLED-22-3200-80-35-4SF-W-UNV-DP-1-ST-CP,18/10/2018,9.14,Scheduled/Released,,,,,FALSE,,A - Regular,10,4,4,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,2,,0,FALSE,0,- ,0.152333333,0:09:08,2.285,359,4,9.14,1436.00,,- ,- ,Scheduled/Released,,0,4,
73645-4,,BALA,Regular,FALSE,73645,Regular,4,4,0,1480,F6,SKFLED-22-3200-80-35-6SF-W-UNV-DP-1-ST-CP,18/10/2018,8.984,Scheduled/Released,,,,,FALSE,,A - Regular,10,4,4,,,,NO,Scheduled/Released,Material+lens+CartridgeHousing,,,0,2,,0,FALSE,0,- ,0.149733333,0:08:59,2.246,370,4,8.98,1480.00,,- ,- ,Scheduled/Released,,0,4,
73645-5,,BALA,Regular,FALSE,73645,Regular,5,13,0,4030,F9,BBRLED-750-80-35-FL-4-W-UNV-DP-1-TG9-CP,18/10/2018,62.244,Machine Shop Started,,Picked - Complete,11/10/2018,,FALSE,,A - Regular,15,13,13,,,Picked - Complete,NO,Machine Shop Started,Material+lens+CartridgeHousing,,,0,2,,0,FALSE,0,- ,1.0374,0:56:39,4.788,310,13,62.24,4030.00,,- ,- ,Machine Shop Started,,0,13,
73617-1,,BALA,Regular,FALSE,73617,High Priority,1,5,0,7425,L1,CLKLED-400-80-35-SO-22-W-277-DP-1-AC,16/10/2018,65.54,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,TRUE,,A - Regular,1,15,30,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,1,#REF!,Complete,Mechanical issue,TRUE,,73617-1,1.092333333,0:59:38,4.369333333,495,15,65.54,7425.00,,0,12/10/2018,Machine Shop Finished,,0,15,
73617-2,,BALA,Regular,FALSE,73617,High Priority,2,1,0,270,L2,CLKLED-400-80-35-SO-4-W-277-DP-E(1)-AC,16/10/2018,5.462,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,,,,FALSE,,A - Regular,1,1,1,,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-2,0.091033333,0:04:58,5.462,270,1,5.46,270.00,,0,12/10/2018,Machine Shop Finished,,0,1,
73617-3,,BALA,Regular,FALSE,73617,High Priority,3,6,0,12960,L3,CLKLED-400-80-35-SO-32-W-277-DP-1-AC,16/10/2018,130.116,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,24,48,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-3,2.1686,1:58:24,5.4215,540,24,130.12,12960.00,,0,12/10/2018,Machine Shop Finished,,0,24,
73617-4,,BALA,Regular,FALSE,73617,High Priority,4,2,0,3050,L4E,CLKLED-400-80-35-SO-22-W-120-DP-1+E(1)-AC,16/10/2018,26.216,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,TRUE,,A - Regular,1,6,12,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,Mechanical issue,TRUE,,73617-4,0.436933333,0:23:51,4.369333333,508.3333333,6,26.22,3050.00,,0,12/10/2018,Machine Shop Finished,,0,6,
73617-5,,BALA,Regular,FALSE,73617,High Priority,5,38,0,82080,L5,CLKLED-400-80-35-SO-32-W-120-DP-1-AC,16/10/2018,824.068,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,TRUE,,A - Regular,1,152,304,Picked - Complete,,,OK,Machine Shop Finished -Ready,,12/10/2018,,0,#REF!,Complete,Mechanical issue,TRUE,,73617-5,5.4215,4:56:01,5.4215,540,60,325.29,32400.00,,0,12/10/2018,Wiring Started,,0,152,
73617-6,,BALA,Regular,FALSE,73617,High Priority,6,12,0,26400,L5E,CLKLED-400-80-35-SO-32-W-120-DP-1+E(1)-AC,16/10/2018,260.232,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,48,96,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-6,4.3372,3:56:49,5.4215,550,48,260.23,26400.00,,0,12/10/2018,Machine Shop Finished,,0,48,
73617-7,,BALA,Regular,FALSE,73617,High Priority,7,2,0,1890,L6,CLKLED-400-80-35-SO-14'-W-120-DP-1-AC,16/10/2018,33.496,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,4,8,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-7,0.558266667,0:30:29,8.374,472.5,4,33.50,1890.00,,0,12/10/2018,Machine Shop Finished,,0,4,
73617-8,,BALA,Regular,FALSE,73617,High Priority,8,2,0,1970,L6E,CLKLED-400-80-35-SO-14'-W-120-DP-1+E(1)-AC,16/10/2018,34.256,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,4,8,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-8,0.570933333,0:31:10,8.564,492.5,4,34.26,1970.00,,0,12/10/2018,Machine Shop Finished,,0,4,
73617-9,,BALA,Regular,FALSE,73617,High Priority,9,1,0,985,L7E,CLKLED-400-80-35-SO-14'-W-120-DP-1+E(1)-AC,16/10/2018,17.128,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,2,4,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-9,0.285466667,0:15:35,8.564,492.5,2,17.13,985.00,,0,12/10/2018,Machine Shop Finished,,0,2,
73617-10,,BALA,Regular,FALSE,73617,High Priority,10,1,0,810,L8,CLKLED-400-80-35-SO-12'-W-120-DP-1-AC,16/10/2018,8.344,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,2,3,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-10,0.139066667,0:07:36,4.172,405,2,8.34,810.00,,0,12/10/2018,Machine Shop Finished,,0,2,
73617-11,,BALA,Regular,FALSE,73617,High Priority,11,1,0,1890,L9,CLKLED-400-80-35-SO-28-W-120-DP-1-AC,16/10/2018,23.226,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,4,7,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-11,0.3871,0:21:08,5.8065,472.5,4,23.23,1890.00,,0,12/10/2018,Machine Shop Finished,,0,4,
73617-12,,BALA,Regular,FALSE,73617,High Priority,12,1,0,1660,L9E,CLKLED-400-80-35-SO-22-W-120-DP-1+E(1)-AC,16/10/2018,23.606,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,4,7,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-12,0.393433333,0:21:29,5.9015,415,4,23.61,1660.00,,0,12/10/2018,Machine Shop Finished,,0,4,
73617-13,,BALA,Regular,FALSE,73617,High Priority,13,5,0,11475,L10,CLKLED-400-80-35-SO-34-W-120-DP-1-AC,16/10/2018,76.824,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,30,36,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-13,1.2804,1:09:55,2.5608,382.5,30,76.82,11475.00,,0,12/10/2018,Machine Shop Finished,,0,30,
73617-14,,BALA,Regular,FALSE,73617,High Priority,14,2,0,4670,L10E,CLKLED-400-80-35-SO-34-W-120-DP-1+E(1)-AC,16/10/2018,39.172,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,12,18,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-14,0.652866667,0:35:39,3.264333333,389.1666667,12,39.17,4670.00,,0,12/10/2018,Machine Shop Finished,,0,12,
73617-15,,BALA,Regular,FALSE,73617,High Priority,15,2,0,3240,L11,CLKLED-400-80-35-SO-24-W-120-DP-1-AC,16/10/2018,38.184,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,6,18,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-15,0.6364,0:34:45,6.364,540,6,38.18,3240.00,,0,12/10/2018,Machine Shop Finished,,0,6,
73617-17,,BALA,Regular,FALSE,73617,High Priority,17,2,0,540,L13,CLKLED-400-80-35-SO-4-W-120-DP-1-AC,16/10/2018,8.612,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,2,2,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-17,0.143533333,0:07:50,4.306,270,2,8.61,540.00,,0,12/10/2018,Machine Shop Finished,,0,2,
73617-18,,BALA,Regular,FALSE,73617,High Priority,18,1,0,1080,L14,CLKLED-400-80-35-SO-16-W-120-DP-1-AC,16/10/2018,17.128,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,2,4,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-18,0.285466667,0:15:35,8.564,540,2,17.13,1080.00,,0,12/10/2018,Machine Shop Finished,,0,2,
73617-19,,BALA,Regular,FALSE,73617,High Priority,19,1,0,810,L15,CLKLED-400-80-35-SO-12-W-120-DP-1-AC,16/10/2018,8.344,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,2,3,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-19,0.139066667,0:07:36,4.172,405,2,8.34,810.00,,0,12/10/2018,Machine Shop Finished,,0,2,
73617-20,,BALA,Regular,FALSE,73617,High Priority,20,1,0,810,SPARE,CLKLED-400-80-35-SO-12-W-UNV-DP-1-AC,16/10/2018,8.344,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,2,3,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-20,0.139066667,0:07:36,4.172,405,2,8.34,810.00,,0,12/10/2018,Machine Shop Finished,,0,2,
73617-21,,BALA,Regular,FALSE,73617,High Priority,21,2,0,1080,SPARE,CLKLED-400-80-35-SO-8-W-UNV-DP-1-AC,16/10/2018,16.1,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,2,4,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-21,0.268333333,0:14:39,8.05,540,2,16.10,1080.00,,0,12/10/2018,Machine Shop Finished,,0,2,
73617-22,,BALA,Regular,FALSE,73617,High Priority,22,2,0,540,SPARE,CLKLED-400-80-35-SO-4-W-UNV-DP-1-AC,16/10/2018,8.612,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,2,2,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-22,0.143533333,0:07:50,4.306,270,2,8.61,540.00,,0,12/10/2018,Machine Shop Finished,,0,2,
73617-23,,BALA,Regular,FALSE,73617,High Priority,23,1,0,265,L13,CLKLED-400-80-35-SO-2.5-W-UNV-DP-1-AC,16/10/2018,4.306,Machine Shop Finished,MUST SHIP BY 10/17/2018 - 1 DAY BUFFER,Picked - Complete,,10/10/2018,FALSE,,A - Regular,1,1,1,Picked - Complete,,,OK,Machine Shop Finished -Ready,,15/10/2018,,0,#REF!,Complete,0,FALSE,0,73617-23,0.071766667,0:03:55,4.306,265,1,4.31,265.00,,0,12/10/2018,Machine Shop Finished,,0,1,
73603-11,,BALA,Regular,FALSE,73603,High Priority,11,2,0,6356,K,STFI-I(36'-700)-80-35-BX(2)+AI(1)-BLK-120-MD-2-CA(72)-RC,15/10/2018,67.96,Machine Shop Finished,,,,,TRUE,,A - Regular,7,14,18,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,1,#REF!,Complete,Others,TRUE,,- ,1.132666667,1:01:51,4.854285714,454,14,67.96,6356.00,,- ,- ,Machine Shop Finished,,0,14,
73603-12,,BALA,Regular,FALSE,73603,High Priority,12,1,0,2438,L,STFI-I(28'-700)-80-35-BYP(2)-BLK-120-MD-2-CA(72)-RC,15/10/2018,25.61,Machine Shop Finished,,,,,FALSE,,A - Regular,7,5,7,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.426833333,0:23:18,5.122,487.6,5,25.61,2438.00,,- ,- ,Machine Shop Finished,,0,5,
73603-13,,BALA,Regular,FALSE,73603,High Priority,13,1,0,2808,M,STFI-I(32'-700)-80-35-BX(1)+AI(1)+BT(1)-BLK-120-MD-2-CA(72)-RC,15/10/2018,35.39,Machine Shop Finished,,,,,FALSE,,A - Regular,7,6,7,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.589833333,0:32:12,5.898333333,468,6,35.39,2808.00,,- ,- ,Machine Shop Finished,,0,6,
73603-14,,BALA,Regular,FALSE,73603,High Priority,14,1,0,2438,N,STFI-I(28'-700)-80-35-BX(1)+AI(1)-BLK-120-MD-2-CA(72)-RC,15/10/2018,45.73,Machine Shop Finished,,,,,FALSE,,A - Regular,7,5,6,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.762166667,0:41:37,9.146,487.6,5,45.73,2438.00,,- ,- ,Machine Shop Finished,,0,5,
73603-15,,BALA,Regular,FALSE,73603,High Priority,15,2,0,4876,O,STFI-I(28'-700)-80-35-BX(1)+AI(1)-BLK-120-MD-2-CA(72)-RC,15/10/2018,91.46,Machine Shop Finished,,,,,FALSE,,A - Regular,7,10,12,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,1.524333333,1:23:14,9.146,487.6,10,91.46,4876.00,,- ,- ,Machine Shop Finished,,0,10,
73603-16,,BALA,Regular,FALSE,73603,High Priority,16,1,0,1728,P,STFI-I(20'-700)-80-35-BX(1)-BLK-120-MD-2-CA(72)-RC,15/10/2018,19.08,Machine Shop Finished,,,,,TRUE,,A - Regular,7,4,5,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,Others,TRUE,,- ,0.318,0:17:22,4.77,432,4,19.08,1728.00,,- ,- ,Machine Shop Finished,,0,4,
73603-17,,BALA,Regular,FALSE,73603,High Priority,17,1,0,2438,Q,STFI-I(28'-700)-80-35-BX(1)+AI(1)-BLK-120-MD-2-CA(72)-RC,15/10/2018,45.73,Machine Shop Finished,,,,,FALSE,,A - Regular,7,5,7,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.762166667,0:41:37,9.146,487.6,5,45.73,2438.00,,- ,- ,Machine Shop Finished,,0,5,
73603-18,,BALA,Regular,FALSE,73603,High Priority,18,2,0,6356,R,STFI-I(36'-700)-80-35-BX(2)-BLK-120-MD-2-CA(72)-RC,15/10/2018,67.96,Machine Shop Finished,,,,,FALSE,,A - Regular,7,14,18,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,1.132666667,1:01:51,4.854285714,454,14,67.96,6356.00,,- ,- ,Machine Shop Finished,,0,14,
73603-19,,BALA,Regular,FALSE,73603,High Priority,19,1,0,2268,S,STFI-I(26'-700)-80-35-BYN(2)-BLK-120-MD-2-CA(72)-RC,15/10/2018,25.61,Machine Shop Finished,,,,,FALSE,,A - Regular,7,5,7,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.426833333,0:23:18,5.122,453.6,5,25.61,2268.00,,- ,- ,Machine Shop Finished,,0,5,
73603-20,,BALA,Regular,FALSE,73603,High Priority,20,1,0,2808,T,STFI-I(32'-700)-80-35-BX(1)+AI(1)+BT(1)-BLK-120-MD-2-CA(72)-RC,15/10/2018,35.39,Machine Shop Finished,,,,,FALSE,,A - Regular,7,6,7,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.589833333,0:32:12,5.898333333,468,6,35.39,2808.00,,- ,- ,Machine Shop Finished,,0,6,
73603-21,,BALA,Regular,FALSE,73603,High Priority,21,1,0,2184,U,STFI-I(24'-700)-80-35-BYN(1)+BYP(1)-BLK-120-MD-2-CA(72)-RC,15/10/2018,23.26,Machine Shop Finished,,,,,FALSE,,A - Regular,7,5,6,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.387666667,0:21:10,4.652,436.8,5,23.26,2184.00,,- ,- ,Machine Shop Finished,,0,5,
73603-22,,BALA,Regular,FALSE,73603,High Priority,22,1,0,2353,V,STFI-I(27'-700)-80-35-BX(1)+AI(1)-BLK-120-MD-2-CA(72)-RC,15/10/2018,43.7,Machine Shop Finished,,,,,FALSE,,A - Regular,7,5,7,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.728333333,0:39:46,8.74,470.6,5,43.70,2353.00,,- ,- ,Machine Shop Finished,,0,5,
73603-23,,BALA,Regular,FALSE,73603,High Priority,23,1,0,4228,W,STFI-I(48'-700)-80-35-BX(2)+AI(1)-BLK-120-MD-2-CA(72)-RC,15/10/2018,74.56,Machine Shop Finished,,,,,FALSE,,A - Regular,7,8,12,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,1.242666667,1:07:51,9.32,528.5,8,74.56,4228.00,,- ,- ,Machine Shop Finished,,0,8,
73603-24,,BALA,Regular,FALSE,73603,High Priority,24,1,0,4628,X,STFI-I(52'-700)-80-35-BX(2)+AI(1)+BYN(1)-BLK-120-MD-2-CA(72)-RC,15/10/2018,48.87,Machine Shop Finished,,,,,FALSE,,A - Regular,7,10,13,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.8145,0:44:28,4.887,462.8,10,48.87,4628.00,,- ,- ,Machine Shop Finished,,0,10,
73603-25,,BALA,Regular,FALSE,73603,High Priority,25,1,0,5028,Y,STFI-I(56'-700)-80-35-BX(2)+AI(1)+BYP(2)-BLK-120-MD-2-CA(72)-RC,15/10/2018,60.5,Machine Shop Finished,,,,,FALSE,,A - Regular,7,12,13,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,1.008333333,0:55:03,5.041666667,419,12,60.50,5028.00,,- ,- ,Machine Shop Finished,,0,12,
73603-26,,BALA,Regular,FALSE,73603,High Priority,26,1,0,3518,Z,STFI-I(40'-700)-80-35-AI(2)+BYN(2)-BLK-120-MD-2-CA(72)-RC,15/10/2018,41.92,Machine Shop Finished,,,,,FALSE,,A - Regular,7,7,9,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.698666667,0:38:09,5.988571429,502.5714286,7,41.92,3518.00,,- ,- ,Machine Shop Finished,,0,7,
73603-27,,BALA,Regular,FALSE,73603,High Priority,27,1,0,3888,AA,STFI-I(44'-700)-80-35-BX(1)+AI(2)+BYP(1)-BLK-120-MD-2-CA(72)-RC,15/10/2018,46.1,Machine Shop Finished,,,,,FALSE,,A - Regular,7,8,10,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.768333333,0:41:57,5.7625,486,8,46.10,3888.00,,- ,- ,Machine Shop Finished,,0,8,
73603-28,,BALA,Regular,FALSE,73603,High Priority,28,1,0,4258,AB,STFI-I(48'-700)-80-35-BX(1)+AI(1)+BYP(1)+BYN(1)-BLK-120-MD-2-CA(72)-RC,15/10/2018,50.29,Machine Shop Finished,,,,,FALSE,,A - Regular,7,9,11,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.838166667,0:45:46,5.587777778,473.1111111,9,50.29,4258.00,,- ,- ,Machine Shop Finished,,0,9,
73603-29,,BALA,Regular,FALSE,73603,High Priority,29,1,0,2069,AC,STFI-I(23'-700)-80-35-BYN(1)-BLK-120-MD-2-CA(72)-RC,15/10/2018,25.1,Machine Shop Finished,,,,,FALSE,,A - Regular,7,6,6,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,15/10/2018,,0,#REF!,Complete,0,FALSE,0,- ,0.418333333,0:22:50,4.183333333,344.8333333,6,25.10,2069.00,,- ,- ,Machine Shop Finished,,0,6,
